147,135,133,0,0,232,0,0,270,0,212,0,121,150,0,145,0,247,0
132,107,102,0,291,0,0,0,280,0,240,0,102,140,0,145,0,253,0
151,131,80,0,236,0,0,0,308,0,226,73,112,0,190,0,0,285,0
146,0,126,0,286,0,0,0,0,0,0,572,0,275,0,209,61,117,0
134,113,0,0,324,0,0,0,0,0,0,550,0,307,0,197,53,114,0
124,109,0,0,296,0,0,0,0,0,0,638,0,323,0,108,63,131,0
135,110,0,0,290,0,0,0,0,0,0,630,0,274,0,174,66,113,0
145,96,0,0,288,0,0,0,0,0,0,643,0,291,0,96,131,102,1
158,101,0,0,293,0,0,0,0,0,532,0,307,0,111,75,80,135,0
114,123,129,0,222,0,0,0,0,401,0,247,0,136,114,110,0,196,0
107,108,128,0,243,0,0,0,0,413,0,265,0,133,96,0,117,182,0
181,0,102,0,259,0,0,0,0,0,504,0,286,0,197,0,91,172,0
123,116,139,0,226,0,0,0,311,0,273,0,140,119,0,124,0,221,0
135,135,129,0,0,237,0,0,284,0,233,0,117,139,0,135,0,248,0
98,114,132,0,260,0,0,0,0,375,0,228,0,249,0,124,0,212,0
110,121,122,0,253,0,0,0,0,382,0,258,0,129,111,108,0,198,0
84,102,127,0,0,298,0,0,0,0,443,0,306,0,130,83,74,145,0
107,102,149,0,0,276,0,0,0,349,0,262,0,160,100,95,0,192,0
125,152,0,157,0,212,0,0,289,0,210,0,139,143,0,141,0,224,0
144,134,129,0,228,0,0,0,300,0,230,0,120,120,0,135,0,252,0
138,148,0,142,0,234,0,0,247,200,0,0,139,144,0,150,0,250,0
162,126,123,0,211,0,0,246,0,215,0,121,157,0,155,0,0,276,0
133,152,0,140,0,234,0,0,268,0,198,0,160,123,0,148,0,236,0
114,133,100,0,278,0,0,0,0,387,0,270,0,113,102,102,0,193,0
123,130,104,0,256,0,0,0,0,357,0,269,0,217,0,120,0,216,0
94,118,128,0,266,0,0,0,0,421,0,243,0,144,105,0,96,177,0
103,130,0,163,0,232,0,0,297,0,251,0,0,162,144,115,0,195,0
142,147,0,170,0,184,0,229,0,186,0,154,160,0,0,150,0,270,0
125,114,101,0,237,0,0,0,0,413,196,0,116,108,0,142,0,240,0
138,120,127,0,236,0,0,0,321,0,227,0,121,113,0,142,0,247,0
189,0,136,0,262,0,0,0,0,431,0,255,0,133,92,0,112,182,0
120,114,125,0,257,0,0,0,0,343,216,0,128,105,0,151,0,233,0
106,105,140,0,254,0,0,0,0,375,0,243,0,123,125,125,0,196,0
128,136,129,0,235,0,0,0,266,0,226,0,144,132,0,151,0,245,0
