Stries_C2  (22).TIF,19.7,Oui
Stries_C2  (8).TIF,13.5,Oui
Stries_C2  (144).tif,9.6,Oui
Stries_C2  (146).tif,0.0,Non
Stries_C2  (145).tif,67.2,Oui
Stries_C2  (44).TIF,33.9,Oui
Stries_C2  (78).TIF,5.3,Oui
Stries_C2  (67).TIF,5.1,Oui
